NoChatRoomFound,No chat room found.  You can create a new one.
EnterName,Search for a room by name:
"SearchRoom	",Search for a room
"CreateRoom	",Create your room
FriendsInRoom,Friends in room:
ResponseRoomFull,This room is already full
ResponseRoomLocked,This room is locked
ResponseRoomBanned,You're banned from this room
ResponseRoomKicked,You've been kicked out
ResponseCannotFindRoom,Room doesn't exist anymore
ResponseAccountError,Account Error
ResponseInvalidRoomData,Invalid Room Data
ResponseJoinedRoom,Entering the room...
