PlayerGagged,,,Cute gag.  It might be hard to communicate though.,,,IntroGag,
PlayerGagged,,,Your gag is fucking hot!  Gags are such a turn on for me.,,,IntroGag,Rude|Horny
PlayerGagged,,,Everything is quieter with a gag.  There should be a law in that all subs should be gagged.,,,IntroGag,Dominant|Peaceful
PlayerGagged,,,We can try to have a gagged conversation Miss.,,,IntroGag,Dumb|Submissive
PlayerGagged,,,The best gags are the harness ball gag and panel gag.  They hurt the jaw but are the most effective.,,,IntroGag,Violent|Wise
PlayerGagged,,,"A Mistress once said: ""If you have nothing interesting to say, then silence will be enforced on you.""",,,IntroGag,Serious|Polite
ItemMouth,,,(She doesn't resist much as you silence her with the gag.),,,ItemMouth,
ItemMouth,,,(She thrashes her head to avoid the gag but surrenders as you insist.),,,ItemMouth,Dominant|Violent
ItemMouth,,,(She bows her head and presents her mouth so you can gag her easily.),,,ItemMouth,Submissive|Serious
ItemMouth,,,Wait!  You don't...  (You silence her with a gag as she was trying to speak.),,,ItemMouth,Playful|Dumb
RemoveItemMouth,,,(You remove her gag and she smiles.)  Thanks!  It will be easier to communicate now.,,,RemoveItemMouth,
RemoveItemMouth,,,(You remove her gag and she stretches her jaw.)  Gags are stupid.,,,RemoveItemMouth,Dominant|Dumb
RemoveItemMouth,,,(You remove her gag and she licks her lips.)  Do you have anything else for my mouth?,,,RemoveItemMouth,Submissive|Horny
RemoveItemMouth,,,"(You remove her gag and she shakes her head.)  Gags have one advantage, you don't have to use your mouth on anything else.",,,RemoveItemMouth,Frigid|Wise
ItemMouth2,,,(She doesn't resist much as you silence her with the gag.),,,ItemMouth2,
ItemMouth2,,,(She thrashes her head to avoid the gag but surrenders as you insist.),,,ItemMouth2,Dominant|Violent
ItemMouth2,,,(She bows her head and presents her mouth so you can gag her easily.),,,ItemMouth2,Submissive|Serious
ItemMouth2,,,Wait!  You don't...  (You silence her with a gag as she was trying to speak.),,,ItemMouth2,Playful|Dumb
RemoveItemMouth2,,,(You remove her gag and she smiles.)  Thanks!  It will be easier to communicate now.,,,RemoveItemMouth2,
RemoveItemMouth2,,,(You remove her gag and she stretches her jaw.)  Gags are stupid.,,,RemoveItemMouth2,Dominant|Dumb
RemoveItemMouth2,,,(You remove her gag and she licks her lips.)  Do you have anything else for my mouth?,,,RemoveItemMouth2,Submissive|Horny
RemoveItemMouth2,,,"(You remove her gag and she shakes her head.)  Gags have one advantage, you don't have to use your mouth on anything else.",,,RemoveItemMouth2,Frigid|Wise
ItemMouth3,,,(She doesn't resist much as you silence her with the gag.),,,ItemMouth3,
ItemMouth3,,,(She thrashes her head to avoid the gag but surrenders as you insist.),,,ItemMouth3,Dominant|Violent
ItemMouth3,,,(She bows her head and presents her mouth so you can gag her easily.),,,ItemMouth3,Submissive|Serious
ItemMouth3,,,Wait!  You don't...  (You silence her with a gag as she was trying to speak.),,,ItemMouth3,Playful|Dumb
RemoveItemMouth3,,,(You remove her gag and she smiles.)  Thanks!  It will be easier to communicate now.,,,RemoveItemMouth3,
RemoveItemMouth3,,,(You remove her gag and she stretches her jaw.)  Gags are stupid.,,,RemoveItemMouth3,Dominant|Dumb
RemoveItemMouth3,,,(You remove her gag and she licks her lips.)  Do you have anything else for my mouth?,,,RemoveItemMouth3,Submissive|Horny
RemoveItemMouth3,,,"(You remove her gag and she shakes her head.)  Gags have one advantage, you don't have to use your mouth on anything else.",,,RemoveItemMouth3,Frigid|Wise
ItemEars,,,(You push some earplugs inside.)  I hope I'll be able to follow what's going on.,,,ItemEars,
ItemEars,,,(You push some earplugs inside.)  Don't leave them in for too long.  I hate being deaf.,,,ItemEars,Dominant|Serious
ItemEars,,,(You push some earplugs inside.)  I'm sure the silence will be relaxing.,,,ItemEars,Submissive|Peaceful
ItemEars,,,(You push some earplugs inside.)  Ok!  We need to yell now.,,,ItemEars,Dumb|Rude
RemoveItemEars,,,(You pull the earplugs out.)  It will be easier to follow now.,,,RemoveItemEars,
RemoveItemEars,,,(You pull the earplugs out.)  These childish plugs aren't suited for someone of high status.,,,RemoveItemEars,Dominant|Polite
RemoveItemEars,,,"(You pull the earplugs out.)  Next time, please put one that plays some heavy metal.",,,RemoveItemEars,Submissive|Violent
RemoveItemEars,,,(You pull the earplugs out.)  Even if the plugs are fun.  I appreciate our discussions better.,,,RemoveItemEars,Wise|Playful
ItemArms,,,(She turns around so you can restrain her.)  It won't be easy to escape.,,,ItemArms,
ItemArms,,,(She screams as you restrain her arms.)  It hurts damn it!  Be more careful!,,,ItemArms,Dominant|Rude
ItemArms,,,"(She tugs really hard on her restraints, almost hurting herself, and moans.)  This feels sooooo good.",,,ItemArms,Submissive|Violent
ItemArms,,,"(She struggles for fun but allows you to restrain her.)  Bondage is so much fun, it's better than sex.",,,ItemArms,Playful|Frigid
RemoveItemArms,,,"(You free her arms and she stretches her arms.)  Thanks, that was not very comfy.",,,RemoveItemArms,
RemoveItemArms,,,"(You free her arms as she cracks her fingers.)  You've done a good job, but I could do better.",,,RemoveItemArms,Dominant|Serious
RemoveItemArms,,,"(You free her arms and she nods slowly.)  Thanks a lot Miss, you seem to have lots of experience in the fine art of bondage.",,,RemoveItemArms,Submissive|Polite
RemoveItemArms,,,"(You free her arms and she shakes them.)  Thanks, I was getting ants in there.  Go away ants!",,,RemoveItemArms,Playful|Dumb
ItemLegs,,,"(She stands still as you restrain her legs.)  Well done, this is effective.",,,ItemLegs,
ItemLegs,,,(She grumbles as you restrain her legs.)  Be careful on how high you go girl.,,,ItemLegs,Dominant|Frigid
ItemLegs,,,(She blushes as you restrain her legs.)  No bondage is truly complete until you restrain the thighs.,,,ItemLegs,Submissive|Wise
ItemLegs,,,"(She wiggles her butt as you restrain her legs.)  The higher you go, the kinkier it gets!",,,ItemLegs,Playful|Horny
RemoveItemLegs,,,(You slowly release her legs.)  It will be easier to keep my balance now.,,,RemoveItemLegs,
RemoveItemLegs,,,"(You release her legs as she nods.)  Thighs bondage isn't necessary, it's mostly used for beauty and aesthetic.",,,RemoveItemLegs,Dominant|Polite
RemoveItemLegs,,,"(You release her legs as she sighs.)  Miss you can strap anything on my legs, or between my legs.",,,RemoveItemLegs,Submissive|Horny
RemoveItemLegs,,,(She struggles to keep her balance as you release her legs.)  Woah shit!  I almost fell on my bum.,,,RemoveItemLegs,Dumb|Rude
ItemFeet,,,(You restrain her feet as she nods.)  I won't be going away soon I guess.,,,ItemFeet,
ItemFeet,,,(She tries to look down as you restrain her feet.)  You wanna make sure I don't run babe?,,,ItemFeet,Dominant|Rude
ItemFeet,,,"(She giggles as you restrain her feet.)  Please be careful Miss, I'm afraid I might fall.",,,ItemFeet,Submissive|Peaceful
ItemFeet,,,"(She stands on her toes as you restrain her feet.)  Bondage looks better in high heels, even if it hurts my feet.",,,ItemFeet,Violent|Playful
RemoveItemFeet,,,"(She regains her balance as you free her feet.)  Thanks, this is easier.",,,RemoveItemFeet,
RemoveItemFeet,,,(She gains a firm balance as you release her feet.)  Much better!  It's a good thing that we women have a lower center of gravity.,,,RemoveItemFeet,Dominant|Wise
RemoveItemFeet,,,(You release her feet and she wiggles them.)  I love feet bondage.  You can also whip and tickle them if you want.,,,RemoveItemFeet,Submissive|Violent
RemoveItemFeet,,,"(You release her feet as she nods slowly.)  Thanks, it was awkward and uncomfortable to be forced like that.",,,RemoveItemFeet,Serious|Peaceful
ItemBoots,,,(You restrain her feet as she nods.)  I won't be going away soon I guess.,,,ItemBoots,
ItemBoots,,,(She tries to look down as you restrain her feet.)  You wanna make sure I don't run babe?,,,ItemBoots,Dominant|Rude
ItemBoots,,,"(She giggles as you restrain her feet.)  Please be careful Miss, I'm afraid I might fall.",,,ItemBoots,Submissive|Peaceful
