PlayerGagged,,,Communicating with a gag is quite hard.  You'll need to remove it to chat.,,
ReleaseHeadMaid,,,"Of course, head maid DialogPlayerName.  (She releases you.)",,
ItemMouth,,,"(She first shakes her head to avoid the gag, but eventually surrenders as you silence her.)",,
RemoveItemMouth,,,"(You remove her gag while she stretches her mouth.)  Thanks, it's hard to introduce newcomers with that gag.",,
ItemMouth2,,,"(She first shakes her head to avoid the gag, but eventually surrenders as you silence her.)",,
RemoveItemMouth2,,,"(You remove her gag while she stretches her mouth.)  Thanks, it's hard to introduce newcomers with that gag.",,
ItemMouth3,,,"(She first shakes her head to avoid the gag, but eventually surrenders as you silence her.)",,
RemoveItemMouth3,,,"(You remove her gag while she stretches her mouth.)  Thanks, it's hard to introduce newcomers with that gag.",,
ItemEars,,,(You push some earplugs inside.)  How will I understand the newcomers now?,,
RemoveItemEars,,,(You pull the earplugs out.)  It will be easier to do my job.,,
ItemArms,,,(She sighs and turns around while you restrain her arms.)  It might be a little hard to work like that Miss.,,
RemoveItemArms,,,"(You free her arms and she nods slowly.)  Thanks a lot Miss, this is much better.",,
ItemHands,,,(She sighs and lets you restrain her hands.) It's going be difficult to work now miss.,,
RemoveItemHands,,,"(You slowly release her hands.)  Thank you, Miss.  This is much better",,
ItemLegs,,,(She submits to you while you restrain her legs.)  Do I get paid overtime if I'm stuck here?,,
RemoveItemLegs,,,(You release her legs from the restraint.)  You're quite good with restraints Miss.,,
ItemFeet,,,(She looks puzzled as you restrain her feet.)  I didn't plan on running anytime soon.,,
RemoveItemFeet,,,(You release her feet.)  Wonderful!,,
ItemBoots,,,(She looks puzzled as you restrain her feet.)  I didn't plan on running anytime soon.,,
RemoveItemBoots,,,(You release her feet.)  Wonderful!,,
ItemNeck,,,(You strap the collar on her while she blushes.)  I bet you're a great Mistress.,,
RemoveItemNeck,,,(You remove the collar around her neck while she stares into your eyes.),,
ItemPelvis,,,"(She struggles as you lock the device on her.)  No, please don't!  I don't have a key!",,
RemoveItemPelvis,,,(She looks extremely relieved as you unlock the device.)  Thank you so much Miss DialogPlayerName.,,
ItemTorso,,,(You use the item on her torso.)  They told me there will be days like that when I signed up.,,
RemoveItemTorso,,,(You remove the item from her torso.)  Thanks a lot Miss.  (She bows for you.),,
ItemHead,,,(You strap the device on her head as she sighs.)  Well this could make my shift difficult...,,
RemoveItemHead,,,(You remove the device as she shakes her head joyfully.)  Wonderful!  That'll make my day easier.,,
ItemBreastLeatherWhip,,,(She jumps from the searing pain on her breast.)  Ouch!  Miss Head Maid!,,
ItemBreastLeatherCrop,,,(You whip her breast with the leather crop as she whimpers and bows her head.) Owwwwwww!,,
ItemPelvisLeatherWhip,,,(You whip her butt hard as she sighs.)  Ahh! I promise I'll work harder Miss Head Maid!,,
ItemPelvisLeatherCrop,,,(She grumbles as you strike her butt with the crop.)  Oww! That stings Miss.,,
RopeBondageBasic,,,"(You wrap the rope around her legs, tying them together.)  Please don't leave me tied up for too long.",,
RopeBondageMermaid,,,"(You wrap the rope around her legs, tying them in a mermaid pattern.)  There's lots of rope for my legs.",,
RopeBondageWristTie,,,(You slowly restrain her wrists behind her back.) This will make it hard to do work...,,
RopeBondageWristElbowTie,,,(You restrain her wrists and elbows behind her back.) You're very skilled.,,
RopeBondageWristElbowHarnessTie,,,(You restrain her wrists and elbows behind her back. And tie a harness around her.) Nnngh...So tight...,,
RopeBondageAllFours,,,(You restrain her with ropes so she's on all fours.) DialogPlayerName! I can't do any work like this!,,
RopeBondageRopeCuffs,,,(You restrain her wrists behind her back in a handcuff like tie.) Hehe. Am I being arrested?,,
RopeBondageStar,,,(You use the rope and create a star harness around her body) What a lovely harness!,,
