PlayerGagged,,,Can you mime what you're trying to say?,,
ItemHead0,,,"Hello, I want to get a device like the one you're wearing, for my slave.",,
ItemHead0,ItemHead1,"Hello, welcome to the store.","Thanks, do you have it in multiple colors?",,
ItemHead0,ItemHead1,(Nod happily.),Do you have it in multiple colors?,,
ItemHead0,ItemHead1,(Nod politely.),Do you have it in multiple colors?,"DialogChangeReputation(""Dominant"", -1)",
ItemHead1,ItemHead2,In every possible color.,"Very good, and do you have a larger size?  My girl has a big head.",,
ItemHead1,ItemHead2,(Nod slowly.),"Very good, and do you have a larger size?  My girl has a big head.",,
ItemHead1,WontBuy,(Shake your head no.),That's disappointing.  I might be back later then.  Take care.,,
ItemHead2,WontBuy,(Shrug with your shoulders.),You don't know?  I'll go check with the manager then.  Take care.,,
ItemHead2,ItemHead3,(Nod affirmatively.),Perfect!  And what about the fabric?  It's good quality?,,
ItemHead2,WontBuy,I don't know.,You don't know?  I'll go check with the manager then.  Take care.,,
ItemHead3,WillBuy,It's very well made.,Sold!  I'll go pay the manager.  Thanks girl.,,
ItemHead3,WontBuy,It's kind of cheap to be honest.,Really?  I'll buy it from somewhere else then.  Take care.,,
ItemHead3,WillBuy,(Nod your head yes.),Sold!  I'll go pay the manager.  Thanks girl.,,
ItemHead3,WontBuy,(Shake your head no.),Really?  I'll buy it from somewhere else then.  Take care.,,
ItemMouth0,,,"Cute gag, I'm thinking of getting the same model for my girlfriend.",,
ItemMouth0,ItemMouth1,(Nod slowly.),Is it comfy?  I don't want to hurt my lover.,,
ItemMouth0,ItemMouth1,(Do mumbled noises.),(She giggles.)  Is it comfy?  I don't want to hurt my lover.,,
ItemMouth0,ItemMouth1,(Hum a song and rock your head.),(She sings a little.)  Is it comfy?  I don't want to hurt my lover.,"DialogChangeReputation(""Dominant"", 1)",
ItemMouth1,WontBuy,(Pretend you're in pain.),"Forget it then, I don't want to hurt my sweetie.  Bye bye.",,
ItemMouth1,ItemMouth2,(Show that you're not in pain.),"Very nice, and is it effective?  I don't want to be able to understand her.",,
ItemMouth1,WontBuy,(Shake your head no.),"Forget it then, I don't want to hurt my sweetie.  Bye bye.",,
ItemMouth1,ItemMouth2,(Nod your head yes.),"Very nice, and is it effective?  I don't want to be able to understand her.",,
ItemMouth2,ItemMouth3,(Try to talk normally.),Fair enough.  I like the sound of gagged girls.  Will you wrap it up?  It's a present.,,
ItemMouth2,ItemMouth3,(Mumble incomprehensibly on purpose.),Very nice.  I like the sound of gagged girls.  Will you wrap it up?  It's a present.,,
ItemMouth2,WontBuy,(Try to talk as best as you can.),"That's not good, I think I can still understand you.  Forget it, bye bye.",,
ItemMouth3,WillBuy,(Nod yes.),"(She smiles.)  You've just sold a gag, thanks for the demonstration.  I'll go pay now.",,
ItemMouth3,WontBuy,(Shake your head no.),"Too bad, I'll go buy elsewhere then.  Bye bye.",,
ItemArms0,,,A restrained demonstration?  I'm actually looking to get restraints like that.,,
ItemArms0,ItemArms1,It's for your slave?,"(She blushes.)  No, it's for myself.  Do you think it would look good on me?",,
ItemArms0,ItemArms1,It's for yourself?,"(She blushes.)  Yes, it's for myself.  Do you think it would look good on me?",,
ItemArms0,ItemArms1,It's for your lover?,"(She blushes.)  No, it's for myself.  Do you think it would look good on me?",,
ItemArms1,ItemArms2,It will look great on you.,(She looks at herself and nods.)  And it really secure?  Can you escape now?,,
ItemArms1,WontBuy,"Frankly, I'm not sure.","Thanks for your honesty, I'll find something else to buy.  Ciao!",,
ItemArms1,ItemArms2,You have the perfect shape for it.,(She looks at herself and nods.)  And it really secure?  Can you escape now?,,
ItemArms1,WontBuy,Maybe I could show you something else.,"Thanks for your honesty, I'll find something else to buy.  Ciao!",,
ItemArms2,WontBuy,"I could, but I'm an escape artist.",It's not what I'm looking for then.  Thanks for your help anyway.,,
ItemArms2,WontBuy,After some struggling you could escape.,It's not what I'm looking for then.  Thanks for your help anyway.,,
ItemArms2,ItemArms3,"Trust me, it's impossible to escape.",Wonderful!  (She blushes again.)  Would you like to use it on me later?,,
ItemArms2,ItemArms3,(Pretend to struggle in vain.),Wonderful!  (She blushes again.)  Would you like to use it on me later?,,
ItemArms3,WillBuy,Sure!  If I see you later.,It's a deal then!  I'll buy it.  Thanks for your help.,,
ItemArms3,WillBuy,"Sounds good, we could restrain each other.",It's a deal then!  I'll buy it.  Thanks for your help.,,
ItemArms3,WontBuy,I can't.  There's a store policy.,Alright.  I need to think some more.  I'll be back later.,,
ItemArms3,WontBuy,"No, I'm too submissive Miss.",Alright.  I need to think some more.  I'll be back later.,"DialogChangeReputation(""Dominant"", -2)",
ItemArms3,WillBuy,"Girl, you're in trouble when I finish my shift.","(She shivers.)  It's a deal Miss, I'll buy it.  Thanks for your help.","DialogChangeReputation(""Dominant"", 2)",
ItemLegs0,,,"You have lovely legs you know, and this item fits perfectly on you.",,
ItemLegs0,ItemLegs1,You have great legs also.,Thanks sweetie.  (She winks.)  Does it leave marks on the skin?  Little marks are sexy.,,
ItemLegs0,ItemLegs1,(Blush a little.)  Thanks a lot.,You're cute when you blush.  (She winks.)  Does it leave marks on the skin?  Little marks are sexy.,"DialogChangeReputation(""Dominant"", -1)",
ItemLegs0,ItemLegs1,Are you flirting with me girl?,"Maybe, you're cute.  (She winks.)  Does it leave marks on the skin?  Little marks are sexy.","DialogChangeReputation(""Dominant"", 1)",
ItemLegs1,WontBuy,No marks at all,(She ponders.)  It's not what I'm look for then.  Thanks anyway pretty lady.,,
ItemLegs1,ItemLegs2,"Yes, little sexy marks.",Nice.  And what about the price?  The quality is good for the price?,,
ItemLegs1,ItemLegs2,"Yes, pretty good marks.",Nice.  And what about the price?  The quality is good for the price?,,
ItemLegs1,WontBuy,"Yes, huge marks.",(She ponders.)  It's not what I'm look for then.  Thanks anyway pretty lady.,,
ItemLegs2,ItemLegs3,"At this price, there's no better.","(She nods.)  You're an angel.  Can I kiss you, sexy angel?",,
ItemLegs2,ItemLegs3,The price is fair for this quality.,"(She nods.)  You're an angel.  Can I kiss you, sexy angel?",,
ItemLegs2,WontBuy,It could be a little cheaper.,(She ponders.)  It's not what I'm look for then.  Thanks anyway pretty lady.,,
ItemLegs3,WontBuy,You're not my type.,(She snobs you.)  Fine!  I'll go shop elsewhere.,,
ItemLegs3,WontBuy,"Sorry, I can't flirt with customers.",(She snobs you.)  Fine!  I'll go shop elsewhere.,,
ItemLegs3,WillBuy,"A kiss?  Sure, why not.","(You share a lovely kiss.)  You've sold me with your lips, sexy angel.  I'll go pay.  Thanks.",,
ItemLegs3,WillBuy,Oh yes!  Absolutely.,"(You share a lovely kiss.)  You've sold me with your lips, sexy angel.  I'll go pay.  Thanks.",,
ItemFeet0,,,Girl.  The vendor told me you're demonstrating some feet restraints?,,
ItemFeet0,ItemFeet1,"Yes, would you like to try it?","(She laughs.)  No girl, it's not for me.  Do you enjoy being restrained?","DialogChangeReputation(""Dominant"", 1)",
ItemFeet0,ItemFeet1,"Yes, it's a nice item.",It looks good on you.  Do you enjoy being restrained?,,
ItemFeet0,ItemFeet1,Yes Miss.  (Wiggle your feet.),It looks good on you.  Do you enjoy being restrained?,"DialogChangeReputation(""Dominant"", -1)",
ItemFeet1,ItemFeet2,I love it Miss.,(She spanks your butt lightly.)  Good girl.  How tight can it get?,"DialogChangeReputation(""Dominant"", -1)",
ItemFeet1,ItemFeet2,"Yes, it's fun.",(She spanks your butt lightly.)  Good girl.  How tight can it get?,,
ItemFeet1,WontBuy,"Not really, but it's my job.","(She frowns and looks away.)  Actually, I'm looking for something else.  Have a good day.","DialogChangeReputation(""Dominant"", 1)",
ItemFeet2,WontBuy,It's kind of loose.,That's not good enough for me then.  I'll get something else.  Have a good day.,,
ItemFeet2,WontBuy,Not too tight.,That's not good enough for me then.  I'll get something else.  Have a good day.,,
ItemFeet2,ItemFeet3,It can be tight.,That's awesome.  Struggle and hop around for me girl.,,
ItemFeet2,ItemFeet3,"Very, very tight.",That's awesome.  Struggle and hop around for me girl.,,
ItemFeet3,WillBuy,(Struggle for her.),Great.  You've did a good demonstration.  I'll buy it.  Thanks girl.,,
ItemFeet3,WillBuy,(Wiggle your feet.),Alright.  You've did a fair demonstration.  I'll buy it.  Thanks girl.,,
ItemFeet3,WontBuy,(Don't move.),(She yawns.)  Is that the best you can do?  You've lost your sale girl.  Have a good day.,,
WillBuy,WillBuyEnd,Great!  Can you help me before you pay?,"Fine, I will help you.  (She releases you from the item.)  I'll go pay now.",Release(),CurrentCharacter.WillRelease()
WillBuy,WillBuyEnd,Great!  Can you help me before you pay?,"Stay like that, you can sell it again to another customer.","DialogChangeReputation(""Dominant"", -1)",!CurrentCharacter.WillRelease()
WillBuy,WillBuyEnd,(Struggle in the device.),"Fine, I will help you.  (She releases you from the item.)  I'll go pay now.",Release(),CurrentCharacter.WillRelease()
WillBuy,WillBuyEnd,(Struggle in the device.),"Stay like that, you can sell it again to another customer.","DialogChangeReputation(""Dominant"", -1)",!CurrentCharacter.WillRelease()
WillBuy,,(Go back to the store vendor.),,End(true),
WillBuyEnd,,(Go back to the store vendor.),,End(true),
WontBuy,WontBuyEnd,Can you help me before you go?,"Fine, I will help you.  (She releases you from the item.)  Take care!",Release(),CurrentCharacter.WillRelease()
WontBuy,WontBuyEnd,Can you help me before you go?,"Stay like that, you're a poor saleswoman anyway.","DialogChangeReputation(""Dominant"", -1)",!CurrentCharacter.WillRelease()
WontBuy,WontBuyEnd,(Struggle in the device.),"Fine, I will help you.  (She releases you from the item.)  Take care!",Release(),CurrentCharacter.WillRelease()
WontBuy,WontBuyEnd,(Struggle in the device.),"Stay like that, you're a poor saleswoman anyway.","DialogChangeReputation(""Dominant"", -1)",!CurrentCharacter.WillRelease()
WontBuy,,(Go back to the store vendor.),,End(false),
WontBuyEnd,,(Go back to the store vendor.),,End(false),
