PlayerGagged,,,Club slaves are so much better when they are gagged.,,
ItemMouth,,,(She licks her lips seeing the gag and allows you to silence her easily.),,
RemoveItemMouth,,,(You remove her gag and she sighs.)  I hope you have another gag for me Miss.,,
ItemArms,,,(She moans of pleasure as you restrain her arms.)  I'm glad you've found me Miss.,,
RemoveItemArms,,,(You free her arms and she stretches a little.)  This slave is here to serve you Miss.,,
ItemLegs,,,(You restrain her legs securely while she moans silently.)  This is sweet.,,
RemoveItemLegs,,,(You release her legs.)  You can use any item you want on this slave Miss.,,
ItemFeet,,,(She wiggles her feet playfully as you restrain them.)  This feels very nice.,,
RemoveItemFeet,,,(You release her feet and she jumps playfully.)  More bondage Miss?,,
ItemPelvis,,,(She rocks her hips and struggles as you put the device on her.),,
RemoveItemPelvis,,,(She seems relieved as you remove the device.)  Thank you very much Miss DialogPlayerName.,,
ItemTorso,,,(You prepare a full body harness on her torso as she blushes.)  This is very erotic.,,
RemoveItemTorso,,,(You remove the body harness from her torso.)  Harnesses are wonderful.,,
ItemButt,,,(She does a light moan as you slide the device inside.)  Woah!  Thank you Miss.,,
RemoveItemButt,,,(She shivers as you remove the butt plug.)  This slave butt is yours Miss.,,
ItemBreast,,,(She holds her breath as you use the item.)  You're very kinky Miss.,,
RemoveItemBreast,,,(She wiggles her breast slowly as you remove the device.)  It's nice to let the jugs out.,,
ItemNipples,,,(She holds her breath as you use the item.)  Ow!  I'm your pain slut Miss.,,
RemoveItemNipples,,,(She catches her breath as you remove the device.)  That's quite a feeling.,,
ItemHead,,,(You strap the device on her head as she adjusts to it.)  This will enhance my helplessness.,,
RemoveItemHead,,,(You remove the device and she looks at you.)  You're quite a Dominant Miss.,,
ItemBreastLeatherWhip,,,"(She moans as you whip her breast and torso, enjoying the pain.)",,
ItemBreastLeatherCrop,,,(She jumps and makes her breast wiggle with each hit.)  You're very strong Miss.,,
ItemPelvisLeatherWhip,,,(She trembles and moans with each lashes.)  This slave can take it Miss.,,
ItemPelvisLeatherCrop,,,(You whip her butt with the leather crop as she wiggles it for more.),,
ItemVulvaVibratingWand,,,(She moans softly as you massage her pussy with the wand.)  Oh Miss!  I'm glad we've found each other.,,
VibratingEgg,,,(She moans as you slide the egg inside.)  Best slave contract in weeks.,,
RemoveVibratingEgg,,,"(She does one last moan as you remove the egg.)  Thanks, that was very stimulating.",,
SuspensionHempRope,,,(You restrain her legs with the long hemp rope and suspend her by the feet from the ceiling.)  Oh my!,,
RemoveSuspensionHempRope,,,(You untie the hemp rope from the ceiling and slowly get her down.)  Thanks for the ride Miss.,,
Intro0,,,(A maid crosses your path and stops.)  Nice!  I guess I can take a break to play with you.,,
IntroRestrained0,,,(A maid crosses your path and stops.)  You're cute when you're restrained!  I guess I can take a break to play with you.,,
Intro1,,,(A club member crosses your path and makes a devious smile.)  A slave just for me!,,
IntroRestrained1,,,(A club member taps on your shoulder and makes a devious smile.)  A gift that's already wrapped up!,,
Intro2,,,(A girl runs down the hall to meet you.)  You're a club slave?  This is great!,,
IntroRestrained2,,,(A girl runs down the hall to meet you.)  You're a club slave?  And you're already restrained?  This is great!,,
Intro3,,,(A club member chases you down.)  Slave girl!  Please me now!,,
IntroRestrained3,,,(A club member chases you down.)  Slave girl!  Please me now!,,
Intro4,,,"(A kidnap league member rushes to you.)  There's no bounty available right now, so you'll be second pick slave.",,
IntroRestrained4,,,"(A kidnap league member rushes to you.)  There's no bounty available right now, so you'll be second pick slave.",,
Intro5,,,"(A girl sneaks up behind you.)  Your cute ass is mine, slave girl.",,
IntroRestrained5,,,"(A girl sneaks up behind you and checks your bondage.)  Your cute ass is mine, restrained girl.",,
Intro6,,,(A club member jumps of joy seeing you.)  Yes!  A club slave just for me.,,
IntroRestrained6,,,(A club member jumps of joy seeing you.)  Yes!  A restrained slave just for me.,,
ActivityIntro,,I'm here to serve you Miss.,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityIntro,,How can I please you?,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityIntro,,Will you release me?,,ClubSlaveRandomActivityLaunch(),Player.IsRestrained()
